(u'barnesandnoble.com', 'barnesandnobles.com.', 'barnesandnobles.com', u'typo', '185.53.177.20')
(u'barnesandnoble.com', 'barnesandnocle.com.', 'barnesandnocle.com', u'bits', '23.22.216.234')
(u'barnesandnoble.com', 'barnesandnobl.com.', 'barnesandnobl.com', u'typo', '65.204.48.118')
(u'barnesandnoble.com', 'barnesendnoble.com.', 'barnesendnoble.com', u'homo', '52.52.18.176')
(u'barnesandnoble.com', 'bnarnesandnoble.com.', 'bnarnesandnoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barnesanbdnoble.com.', 'barnesanbdnoble.com', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'barnesanfdnoble.com.', 'barnesanfdnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesandnoblr.com.', 'barnesandnoblr.com', u'typo', '103.224.182.252')
(u'barnesandnoble.com', 'barnesandnjoble.com.', 'barnesandnjoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'bawrnesandnoble.com.', 'bawrnesandnoble.com', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'barnesanndnoble.com.', 'barnesanndnoble.com', u'typo', '103.224.182.252')
(u'barnesandnoble.com', 'barnesandnoible.com.', 'barnesandnoible.com', u'homo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesanxnoble.com.', 'barnesanxnoble.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'darnesandnoble.com.', 'darnesandnoble.com', u'homo', '52.52.64.247')
(u'barnesandnoble.com', 'barbesandnoble.com.', 'barbesandnoble.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'barneyandnoble.com.', 'barneyandnoble.com', u'typo', '98.124.245.24')
(u'barnesandnoble.com', 'barneysandnoble.com.', 'barneysandnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesandnoblel.com.', 'barnesandnoblel.com', u'typo', '46.166.189.98')
(u'barnesandnoble.com', 'ba5nesandnoble.com.', 'ba5nesandnoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barnesandonble.com.', 'barnesandonble.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'barnesandnloble.com.', 'barnesandnloble.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'barnesandnoble-aff.com.', 'barnesandnoble-aff.com', 'combo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesandnobl4.com.', 'barnesandnobl4.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barnwesandnoble.com.', 'barnwesandnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesandnoble.ws.', 'barnesandnoble.ws', 'wrongTLD', '64.70.19.203')
(u'barnesandnoble.com', 'barnesanbnoble.com.', 'barnesanbnoble.com', u'homo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesandhoble.com.', 'barnesandhoble.com', u'typo', '103.224.182.252')
(u'barnesandnoble.com', 'branesandnoble.com.', 'branesandnoble.com', u'typo', '50.63.202.43')
(u'barnesandnoble.com', 'barresandnoble.com.', 'barresandnoble.com', u'homo', '52.52.18.176')
(u'barnesandnoble.com', 'barnedsandnoble.com.', 'barnedsandnoble.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'barnesaqndnoble.com.', 'barnesaqndnoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barnessndnoble.com.', 'barnessndnoble.com', u'typo', '103.224.182.252')
(u'barnesandnoble.com', 'barnesandnobled.com.', 'barnesandnobled.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'barnesandnodle.com.', 'barnesandnodle.com', u'homo', '52.86.163.26')
(u'barnesandnoble.com', 'barnesandnoble-couponcode.com.', 'barnesandnoble-couponcode.com', 'combo', '23.22.216.234')
(u'barnesandnoble.com', 'barnesandn9ble.com.', 'barnesandn9ble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barneseandnoble.com.', 'barneseandnoble.com', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'barnesandnoble.mobi.', 'barnesandnoble.mobi', 'wrongTLD', '208.237.178.119')
(u'barnesandnoble.com', 'barnesabndnoble.com.', 'barnesabndnoble.com', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'barnesandbnoble.com.', 'barnesandbnoble.com', u'typo', '98.124.245.24')
(u'barnesandnoble.com', 'barnisandnoble.com.', 'barnisandnoble.com', u'homo', '52.52.18.176')
(u'barnesandnoble.com', 'batrnesandnoble.com.', 'batrnesandnoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barnersandnoble.com.', 'barnersandnoble.com', u'typo', '103.224.182.241')
(u'barnesandnoble.com', 'bsarnesandnoble.com.', 'bsarnesandnoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barnedsandnoble.com.', 'barnedsandnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'bwrnesandnoble.com.', 'bwrnesandnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barensandnoble.com.', 'barensandnoble.com', u'typo', '103.224.182.252')
(u'barnesandnoble.com', 'barneaandnoble.com.', 'barneaandnoble.com', u'typo', '103.224.182.252')
(u'barnesandnoble.com', 'barnesandno0ble.com.', 'barnesandno0ble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'www-barnesandnoble.com.', 'www-barnesandnoble.com', 'combo', '52.52.18.176')
(u'barnesandnoble.com', 'barnesandnboble.com.', 'barnesandnboble.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'banesandnoble.net.', 'banesandnoble.net', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'barneasandnoble.com.', 'barneasandnoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barnes-andnoble.com.', 'barnes-andnoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'bwarnesandnoble.com.', 'bwarnesandnoble.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'barnesandnoblec.com.', 'barnesandnoblec.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'barneswandnoble.com.', 'barneswandnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesandnoblei.com.', 'barnesandnoblei.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barn3sandnoble.com.', 'barn3sandnoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barnesandnoble.xxx.', 'barnesandnoble.xxx', 'wrongTLD', '199.253.28.249')
(u'barnesandnoble.com', 'barnesandlnoble.com.', 'barnesandlnoble.com', u'homo', '52.52.64.247')
(u'barnesandnoble.com', 'bnarnesandnoble.com.', 'bnarnesandnoble.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'barnesendnoble.com.', 'barnesendnoble.com', u'homo', '52.86.163.26')
(u'barnesandnoble.com', 'barneswndnoble.com.', 'barneswndnoble.com', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'barnesamndnoble.com.', 'barnesamndnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'batnesandnoble.com.', 'batnesandnoble.com', u'typo', '103.224.182.252')
(u'barnesandnoble.com', 'barnsandnoble.com.', 'barnsandnoble.com', u'typo', '161.221.74.213')
(u'barnesandnoble.com', 'barnesanfdnoble.com.', 'barnesanfdnoble.com', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'barnesandnobke.com.', 'barnesandnobke.com', u'typo', '103.224.182.252')
(u'barnesandnoble.com', 'ba5nesandnoble.com.', 'ba5nesandnoble.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'barnsandnoble.com.', 'barnsandnoble.com', u'typo', '65.204.48.118')
(u'barnesandnoble.com', 'barnesansnoble.com.', 'barnesansnoble.com', u'typo', '69.64.147.243')
(u'barnesandnoble.com', 'barneszndnoble.com.', 'barneszndnoble.com', u'typo', '103.224.182.252')
(u'barnesandnoble.com', 'barneysandnoble.com.', 'barneysandnoble.com', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'barnesandnocle.com.', 'barnesandnocle.com', u'bits', '52.52.18.176')
(u'barnesandnoble.com', 'barnesandnoble-aff.com.', 'barnesandnoble-aff.com', 'combo', '23.22.216.234')
(u'barnesandnoble.com', 'barnewsandnoble.com.', 'barnewsandnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesandnobl4.com.', 'barnesandnobl4.com', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'bwarnesandnoble.com.', 'bwarnesandnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barnwesandnoble.com.', 'barnwesandnoble.com', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'barrnesandnoble.com.', 'barrnesandnoble.com', u'typo', '69.64.147.243')
(u'barnesandnoble.com', 'abrnesandnoble.com.', 'abrnesandnoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barnesanbnoble.com.', 'barnesanbnoble.com', u'homo', '23.22.216.234')
(u'barnesandnoble.com', 'barnesandnoblec.com.', 'barnesandnoblec.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barneasndnoble.com.', 'barneasndnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesaqndnoble.com.', 'barnesaqndnoble.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'bornesandnoble.com.', 'bornesandnoble.com', u'homo', '52.52.18.176')
(u'barnesandnoble.com', 'barnresandnoble.com.', 'barnresandnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesandfoble.com.', 'barnesandfoble.com', u'bits', '52.86.163.26')
(u'barnesandnoble.com', 'bsrnesandnoble.com.', 'bsrnesandnoble.com', u'typo', '103.224.182.252')
(u'barnesandnoble.com', 'barnesandnobkle.com.', 'barnesandnobkle.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'barnesandnoblw.com.', 'barnesandnoblw.com', u'typo', '103.224.182.252')
(u'barnesandnoble.com', 'barnesandn9ble.com.', 'barnesandn9ble.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'barjesandnoble.com.', 'barjesandnoble.com', u'bits', '52.52.18.176')
(u'barnesandnoble.com', 'barn4sandnoble.com.', 'barn4sandnoble.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'barnisandnoble.com.', 'barnisandnoble.com', u'homo', '52.86.163.26')
(u'barnesandnoble.com', 'batrnesandnoble.com.', 'batrnesandnoble.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'bazrnesandnoble.com.', 'bazrnesandnoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'bamesandnoble.com.', 'bamesandnoble.com', u'homo', '216.157.88.25')
(u'barnesandnoble.com', 'barnsandnoble.org.', 'barnsandnoble.org', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barnesandnuble.com.', 'barnesandnuble.com', u'homo', '52.86.163.26')
(u'barnesandnoble.com', 'bamesandnoble.com.', 'bamesandnoble.com', u'homo', '216.157.88.27')
(u'barnesandnoble.com', 'barnesandnoble-couponcode.com.', 'barnesandnoble-couponcode.com', 'combo', '52.52.18.176')
(u'barnesandnoble.com', 'barnesandnobl3.com.', 'barnesandnobl3.com', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'bwrnesandnoble.com.', 'bwrnesandnoble.com', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'barneseandnoble.com.', 'barneseandnoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barnesandnobloe.com.', 'barnesandnobloe.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'www-barnesandnoble.com.', 'www-barnesandnoble.com', 'combo', '52.86.163.26')
(u'barnesandnoble.com', 'barnesandno0ble.com.', 'barnesandno0ble.com', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'barnesandnble.com.', 'barnesandnble.com', u'typo', '103.224.182.252')
(u'barnesandnoble.com', 'barnesabndnoble.com.', 'barnesabndnoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barnesandfoble.com.', 'barnesandfoble.com', u'bits', '52.52.64.247')
(u'barnesandnoble.com', 'bvarnesandnoble.com.', 'bvarnesandnoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barnesanxnoble.com.', 'barnesanxnoble.com', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'barnesanednoble.com.', 'barnesanednoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barnesqndnoble.com.', 'barnesqndnoble.com', u'bits', '103.224.182.252')
(u'barnesandnoble.com', 'barnesandnobkle.com.', 'barnesandnobkle.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barnes-andnoble.com.', 'barnes-andnoble.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'barnesandnoblez.com.', 'barnesandnoblez.com', u'typo', '104.28.27.102')
(u'barnesandnoble.com', 'barnesandnoblei.com.', 'barnesandnoblei.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'barn4sandnoble.com.', 'barn4sandnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barneswandnoble.com.', 'barneswandnoble.com', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'barnesandnuble.com.', 'barnesandnuble.com', u'homo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesandnoblew.com.', 'barnesandnoblew.com', u'typo', '98.124.199.21')
(u'barnesandnoble.com', 'barnesandlnoble.com.', 'barnesandlnoble.com', u'homo', '23.22.216.234')
(u'barnesandnoble.com', 'barnesand-noble.com.', 'barnesand-noble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barhesandnoble.com.', 'barhesandnoble.com', u'typo', '103.224.182.252')
(u'barnesandnoble.com', 'barnesamndnoble.com.', 'barnesamndnoble.com', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'barnesasndnoble.com.', 'barnesasndnoble.com', u'typo', '98.124.245.24')
(u'barnesandnoble.com', 'barnesandnocle.com.', 'barnesandnocle.com', u'bits', '52.86.163.26')
(u'barnesandnoble.com', 'barnesanbdnoble.com.', 'barnesanbdnoble.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'barnesandnobnle.com.', 'barnesandnobnle.com', u'typo', '103.224.182.252')
(u'barnesandnoble.com', 'bawrnesandnoble.com.', 'bawrnesandnoble.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'barfnesandnoble.com.', 'barfnesandnoble.com', u'typo', '103.224.182.252')
(u'barnesandnoble.com', 'badnesandnoble.com.', 'badnesandnoble.com', u'typo', '103.224.182.252')
(u'barnesandnoble.com', 'barnesandnjoble.com.', 'barnesandnjoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barnesanfdnoble.com.', 'barnesanfdnoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barnesdandnoble.com.', 'barnesdandnoble.com', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'barnesandnoible.com.', 'barnesandnoible.com', u'homo', '52.52.18.176')
(u'barnesandnoble.com', 'barnewsandnoble.com.', 'barnewsandnoble.com', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'barnesannoble.com.', 'barnesannoble.com', u'typo', '144.76.0.242')
(u'barnesandnoble.com', 'darnesandnoble.com.', 'darnesandnoble.com', u'homo', '52.52.18.176')
(u'barnesandnoble.com', 'barjnesandnoble.com.', 'barjnesandnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesandnole.com.', 'barnesandnole.com', u'typo', '103.224.182.252')
(u'barnesandnoble.com', 'lbarnesandnoble.com.', 'lbarnesandnoble.com', u'homo', '103.224.182.252')
(u'barnesandnoble.com', 'barneysandnoble.com.', 'barneysandnoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'bernesandnoble.com.', 'bernesandnoble.com', u'homo', '23.22.216.234')
(u'barnesandnoble.com', 'barnesandnolble.com.', 'barnesandnolble.com', u'homo', '98.124.245.24')
(u'barnesandnoble.com', 'barnesandnoble-aff.com.', 'barnesandnoble-aff.com', 'combo', '52.52.18.176')
(u'barnesandnoble.com', 'barneasndnoble.com.', 'barneasndnoble.com', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'barnesandnobl4.com.', 'barnesandnobl4.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barnwesandnoble.com.', 'barnwesandnoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barnosandnoble.com.', 'barnosandnoble.com', u'homo', '52.52.64.247')
(u'barnesandnoble.com', 'barnresandnoble.com.', 'barnresandnoble.com', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'barnesandnmoble.com.', 'barnesandnmoble.com', u'typo', '103.224.182.252')
(u'barnesandnoble.com', 'barnesanbnoble.com.', 'barnesanbnoble.com', u'homo', '52.52.18.176')
(u'barnesandnoble.com', 'barnesandnobel.net.', 'barnesandnobel.net', u'typo', '161.221.74.213')
(u'barnesandnoble.com', 'barnesanfnoble.com.', 'barnesanfnoble.com', u'bits', '103.224.182.252')
(u'barnesandnoble.com', 'barnesanbdnoble.com.', 'barnesanbdnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barmnesandnoble.com.', 'barmnesandnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'bawrnesandnoble.com.', 'bawrnesandnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barnmesandnoble.com.', 'barnmesandnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesandnobel.com.', 'barnesandnobel.com', u'typo', '161.221.74.213')
(u'barnesandnoble.com', 'barnesandnoble-couponcode.com.', 'barnesandnoble-couponcode.com', 'combo', '52.86.163.26')
(u'barnesandnoble.com', 'barnesandnobles.org.', 'barnesandnobles.org', u'typo', '161.221.74.213')
(u'barnesandnoble.com', 'barnsesandnoble.com.', 'barnsesandnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barneseandnoble.com.', 'barneseandnoble.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'barnesabndnoble.com.', 'barnesabndnoble.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'barnesandnobles.org.', 'barnesandnobles.org', u'typo', '65.204.48.118')
(u'barnesandnoble.com', 'barnesndnoble.com.', 'barnesndnoble.com', u'typo', '161.221.74.213')
(u'barnesandnoble.com', 'barnasandnoble.com.', 'barnasandnoble.com', u'homo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesandnnoble.com.', 'barnesandnnoble.com', u'typo', '103.224.182.252')
(u'barnesandnoble.com', 'bwrnesandnoble.com.', 'bwrnesandnoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barnedsandnoble.com.', 'barnedsandnoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barbnesandnoble.com.', 'barbnesandnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesandnoblke.com.', 'barnesandnoblke.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesandmnoble.com.', 'barnesandmnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesandno0ble.com.', 'barnesandno0ble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barnesandnoble.ca.', 'barnesandnoble.ca', 'wrongTLD', '199.59.242.150')
(u'barnesandnoble.com', 'bornesandnoble.com.', 'bornesandnoble.com', u'homo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesand-noble.com.', 'barnesand-noble.com', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'bbarnesandnoble.com.', 'bbarnesandnoble.com', u'typo', '46.166.189.98')
(u'barnesandnoble.com', 'barneswandnoble.com.', 'barneswandnoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'narnesandnoble.com.', 'narnesandnoble.com', u'typo', '103.224.182.252')
(u'barnesandnoble.com', 'barnesandlnoble.com.', 'barnesandlnoble.com', u'homo', '52.52.18.176')
(u'barnesandnoble.com', 'barnesanrnoble.com.', 'barnesanrnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesanfdnoble.com.', 'barnesanfdnoble.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'baernesandnoble.com.', 'baernesandnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesamndnoble.com.', 'barnesamndnoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barneysandnoble.com.', 'barneysandnoble.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'bsarnesandnoble.com.', 'bsarnesandnoble.com', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'barnesadnoble.com.', 'barnesadnoble.com', u'typo', '103.224.182.252')
(u'barnesandnoble.com', 'barjnesandnoble.com.', 'barjnesandnoble.com', u'typo', '23.22.216.234')
(u'barnesandnoble.com', 'barnesandnovble.com.', 'barnesandnovble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesandnoble-aff.com.', 'barnesandnoble-aff.com', 'combo', '52.86.163.26')
(u'barnesandnoble.com', 'banesandnoble.net.', 'banesandnoble.net', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barnwesandnoble.com.', 'barnwesandnoble.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'barnesandnoble-locations.com.', 'barnesandnoble-locations.com', 'combo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesandnobl4.com.', 'barnesandnobl4.com', u'typo', '52.86.163.26')
(u'barnesandnoble.com', 'barnesanbnoble.com.', 'barnesanbnoble.com', u'homo', '52.86.163.26')
(u'barnesandnoble.com', 'barnesandnoble.press.', 'barnesandnoble.press', 'wrongTLD', '65.204.48.19')
(u'barnesandnoble.com', 'bwarnesandnoble.com.', 'bwarnesandnoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barnewsandnoble.com.', 'barnewsandnoble.com', u'typo', '52.52.18.176')
(u'barnesandnoble.com', 'barnesandnioble.com.', 'barnesandnioble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barnesanednoble.com.', 'barnesanednoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barneswndnoble.com.', 'barneswndnoble.com', u'typo', '52.52.64.247')
(u'barnesandnoble.com', 'barnosandnoble.com.', 'barnosandnoble.com', u'homo', '23.22.216.234')
