(u'huffingtonpost.com', 'huffingtonpost.us.', 'huffingtonpost.us', 'wrongTLD', '54.72.9.51')
(u'huffingtonpost.com', 'huffingtompost.com.', 'huffingtompost.com', u'homo', '81.171.22.4')
(u'huffingtonpost.com', 'huffingtonpost.xxx.', 'huffingtonpost.xxx', 'wrongTLD', '199.253.28.9')
(u'huffingtonpost.com', 'huffingtonpost.se.', 'huffingtonpost.se', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.asia.', 'huffingtonpost.asia', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'hurfingtonpost.ca.', 'hurfingtonpost.ca', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtanpost.com.', 'huffingtanpost.com', u'homo', '173.236.171.106')
(u'huffingtonpost.com', 'huffingtonpost.in.', 'huffingtonpost.in', 'wrongTLD', '149.174.107.97')
(u'huffingtonpost.com', 'huffingtonmpost.com.', 'huffingtonmpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffibngtonpost.com.', 'huffibngtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.co.za.', 'huffingtonpost.co.za', 'wrongTLD', '149.174.110.102')
(u'huffingtonpost.com', 'huffijgtonpost.com.', 'huffijgtonpost.com', u'bits', '165.160.13.20')
(u'huffingtonpost.com', 'uffingtonpost.net.', 'uffingtonpost.net', u'typo', '47.89.58.32')
(u'huffingtonpost.com', 'huffiongtonpost.com.', 'huffiongtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtompost.com.', 'huffingtompost.com', u'homo', '81.171.22.7')
(u'huffingtonpost.com', 'huffingtonpodt.com.', 'huffingtonpodt.com', u'typo', '51.254.28.160')
(u'huffingtonpost.com', 'huuffingtonpost.com.', 'huuffingtonpost.com', u'typo', '104.24.97.119')
(u'huffingtonpost.com', 'huffingtonpost.tw.', 'huffingtonpost.tw', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'huffigtonpost.com.', 'huffigtonpost.com', u'typo', '208.73.210.217')
(u'huffingtonpost.com', 'huffing5onpost.ph.', 'huffing5onpost.ph', u'typo', '45.79.222.138')
(u'huffingtonpost.com', 'huffing6tonpost.com.', 'huffing6tonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.fr.', 'huffingtonpost.fr', 'wrongTLD', '149.174.110.102')
(u'huffingtonpost.com', 'huffingtonpoist.com.', 'huffingtonpoist.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpst.com.', 'huffingtonpst.com', u'typo', '81.171.22.5')
(u'huffingtonpost.com', 'huffingtonposty.com.', 'huffingtonposty.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.co.nz.', 'huffingtonpost.co.nz', 'wrongTLD', '64.12.89.186')
(u'huffingtonpost.com', 'huffingtonpost.co.nz.', 'huffingtonpost.co.nz', 'wrongTLD', '64.12.79.57')
(u'huffingtonpost.com', 'huffingtonpos.com.', 'huffingtonpos.com', u'typo', '81.171.22.4')
(u'huffingtonpost.com', 'huffingtonpodt.com.', 'huffingtonpodt.com', u'typo', '51.254.28.162')
(u'huffingtonpost.com', 'huffingotnpost.com.', 'huffingotnpost.com', u'typo', '103.224.182.251')
(u'huffingtonpost.com', 'huffingtonpst.com.', 'huffingtonpst.com', u'typo', '81.171.22.7')
(u'huffingtonpost.com', 'huffingtonpos.com.', 'huffingtonpos.com', u'typo', '81.171.22.6')
(u'huffingtonpost.com', 'huffingtionpost.com.', 'huffingtionpost.com', u'typo', '37.48.65.136')
(u'huffingtonpost.com', 'huffingtonpost.live.', 'huffingtonpost.live', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpozt.com.', 'huffingtonpozt.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonbpost.com.', 'huffingtonbpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpos.com.', 'huffingtonpos.com', u'typo', '81.171.22.7')
(u'huffingtonpost.com', 'huffingtonlpost.com.', 'huffingtonlpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.co.nz.', 'huffingtonpost.co.nz', 'wrongTLD', '207.200.74.38')
(u'huffingtonpost.com', 'huffingtonpkst.com.', 'huffingtonpkst.com', u'bits', '165.160.13.20')
(u'huffingtonpost.com', 'huffvingtonpost.com.', 'huffvingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtknpost.com.', 'huffingtknpost.com', u'bits', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpkost.com.', 'huffingtonpkost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'hufflngtonpost.com.', 'hufflngtonpost.com', u'homo', '185.53.178.9')
(u'huffingtonpost.com', 'huffingtonpost.london.', 'huffingtonpost.london', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonp0ost.com.', 'huffingtonp0ost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffdingtonpost.com.', 'huffdingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtopnost.com.', 'huffingtopnost.com', u'typo', '199.59.242.150')
(u'huffingtonpost.com', 'huffingtonpost.us.', 'huffingtonpost.us', 'wrongTLD', '185.53.178.9')
(u'huffingtonpost.com', 'huffingtonpost.tech.', 'huffingtonpost.tech', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtionpost.com.', 'huffingtionpost.com', u'typo', '216.157.88.23')
(u'huffingtonpost.com', 'huffingtonposts.review.', 'huffingtonposts.review', u'typo', '104.27.166.171')
(u'huffingtonpost.com', 'huffingtonpost.cc.', 'huffingtonpost.cc', 'wrongTLD', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.co.in.', 'huffingtonpost.co.in', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.ru.', 'huffingtonpost.ru', 'wrongTLD', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.co.za.', 'huffingtonpost.co.za', 'wrongTLD', '64.12.79.57')
(u'huffingtonpost.com', 'huffingt0onpost.com.', 'huffingt0onpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffi8ngtonpost.com.', 'huffi8ngtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'haffingtonpost.com.', 'haffingtonpost.com', u'homo', '199.191.50.73')
(u'huffingtonpost.com', 'huffingtonpost.co.za.', 'huffingtonpost.co.za', 'wrongTLD', '64.12.89.186')
(u'huffingtonpost.com', 'huffingtonpodt.com.', 'huffingtonpodt.com', u'typo', '158.69.143.112')
(u'huffingtonpost.com', 'huffingtonost.co.uk.', 'huffingtonost.co.uk', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonposti.com.', 'huffingtonposti.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonplost.com.', 'huffingtonplost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtionpost.com.', 'huffingtionpost.com', u'typo', '216.157.88.26')
(u'huffingtonpost.com', 'huffingtfonpost.com.', 'huffingtfonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'hufringtonpost.com.', 'hufringtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpodt.com.', 'huffingtonpodt.com', u'typo', '158.69.143.113')
(u'huffingtonpost.com', 'hiffingtonpost.com.', 'hiffingtonpost.com', u'homo', '103.224.182.251')
(u'huffingtonpost.com', 'aol-huffingtonpost.com.', 'aol-huffingtonpost.com', 'combo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.com.br.', 'huffingtonpost.com.br', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.co.za.', 'huffingtonpost.co.za', 'wrongTLD', '207.200.74.38')
(u'huffingtonpost.com', 'lhuffingtonpost.com.', 'lhuffingtonpost.com', u'homo', '165.160.15.20')
(u'huffingtonpost.com', 'huffinngtonpost.com.', 'huffinngtonpost.com', u'typo', '37.48.65.145')
(u'huffingtonpost.com', 'huffingtonpost.asia.', 'huffingtonpost.asia', 'wrongTLD', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.se.', 'huffingtonpost.se', 'wrongTLD', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonmpost.com.', 'huffingtonmpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'hiuffingtonpost.com.', 'hiuffingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'hurfingtonpost.ca.', 'hurfingtonpost.ca', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.pw.', 'huffingtonpost.pw', 'wrongTLD', '141.8.226.58')
(u'huffingtonpost.com', 'huffingtonpost.ws.', 'huffingtonpost.ws', 'wrongTLD', '64.70.19.203')
(u'huffingtonpost.com', 'huffingtonpozst.com.', 'huffingtonpozst.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.tw.', 'huffingtonpost.tw', 'wrongTLD', '165.160.13.20')
(u'huffingtonpost.com', 'hufingtonpost.jp.', 'hufingtonpost.jp', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonposty.com.', 'huffingtonposty.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'hoffingtonpost.com.', 'hoffingtonpost.com', u'homo', '185.53.178.7')
(u'huffingtonpost.com', 'huffingtonpowt.com.', 'huffingtonpowt.com', u'bits', '165.160.15.20')
(u'huffingtonpost.com', 'huffibgtonpost.com.', 'huffibgtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.live.', 'huffingtonpost.live', 'wrongTLD', '165.160.13.20')
(u'huffingtonpost.com', 'huffingronpost.com.', 'huffingronpost.com', u'typo', '103.224.182.243')
(u'huffingtonpost.com', 'huffingtonpozt.com.', 'huffingtonpozt.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffinhgtonpost.com.', 'huffinhgtonpost.com', u'typo', '184.168.221.7')
(u'huffingtonpost.com', 'h7uffingtonpost.com.', 'h7uffingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.hu.', 'huffingtonpost.hu', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonbpost.com.', 'huffingtonbpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'h7ffingtonpost.com.', 'h7ffingtonpost.com', u'typo', '50.63.202.63')
(u'huffingtonpost.com', 'huggingtonpost.org.', 'huggingtonpost.org', u'typo', '217.70.184.38')
(u'huffingtonpost.com', 'huffingtonnpost.com.', 'huffingtonnpost.com', u'typo', '158.69.143.113')
(u'huffingtonpost.com', 'xn--huffngtonpost-69b.com.', u'huff\u0131ngtonpost.com', u'homo', '104.18.44.114')
(u'huffingtonpost.com', 'huffvingtonpost.com.', 'huffvingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.london.', 'huffingtonpost.london', 'wrongTLD', '165.160.13.20')
(u'huffingtonpost.com', 'h8ffingtonpost.com.', 'h8ffingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingttonpost.com.', 'huffingttonpost.com', u'typo', '103.224.182.246')
(u'huffingtonpost.com', 'huffingtpnpost.com.', 'huffingtpnpost.com', u'typo', '74.117.221.21')
(u'huffingtonpost.com', 'uffingtonpost.com.', 'uffingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffdingtonpost.com.', 'huffdingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffinhtonpost.com.', 'huffinhtonpost.com', u'typo', '162.210.196.167')
(u'huffingtonpost.com', 'huffingtpnpost.com.', 'huffingtpnpost.com', u'typo', '74.117.221.22')
(u'huffingtonpost.com', 'huffungtonpost.com.', 'huffungtonpost.com', u'homo', '185.53.179.7')
(u'huffingtonpost.com', 'huffingtonpost.tech.', 'huffingtonpost.tech', 'wrongTLD', '165.160.13.20')
(u'huffingtonpost.com', 'huffihgtonpost.com.', 'huffihgtonpost.com', u'typo', '74.117.221.21')
(u'huffingtonpost.com', 'huffingtonpost.cat.', 'huffingtonpost.cat', 'wrongTLD', '81.88.48.71')
(u'huffingtonpost.com', 'huffinhtonpost.com.', 'huffinhtonpost.com', u'typo', '162.210.196.168')
(u'huffingtonpost.com', 'huffi8ngtonpost.com.', 'huffi8ngtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.site.', 'huffingtonpost.site', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'huffihgtonpost.com.', 'huffihgtonpost.com', u'typo', '74.117.221.22')
(u'huffingtonpost.com', 'huffingtonpost.co.in.', 'huffingtonpost.co.in', 'wrongTLD', '165.160.13.20')
(u'huffingtonpost.com', 'hguffingtonpost.com.', 'hguffingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonost.co.uk.', 'huffingtonost.co.uk', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'hufringtonpost.com.', 'hufringtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonposg.com.', 'huffingtonposg.com', u'typo', '74.117.221.21')
(u'huffingtonpost.com', 'huffingtonposg.com.', 'huffingtonposg.com', u'typo', '74.117.221.22')
(u'huffingtonpost.com', 'huffingtonpost.one.', 'huffingtonpost.one', 'wrongTLD', '69.87.218.95')
(u'huffingtonpost.com', 'huffingtonpost.ca.', 'huffingtonpost.ca', 'wrongTLD', '149.174.110.102')
(u'huffingtonpost.com', 'aol-huffingtonpost.com.', 'aol-huffingtonpost.com', 'combo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.com.br.', 'huffingtonpost.com.br', 'wrongTLD', '165.160.13.20')
(u'huffingtonpost.com', 'lhuffingtonpost.com.', 'lhuffingtonpost.com', u'homo', '165.160.13.20')
(u'huffingtonpost.com', 'links-huffingtonpost.com.', 'links-huffingtonpost.com', 'combo', '216.239.38.21')
(u'huffingtonpost.com', 'huff9ngtonpost.com.', 'huff9ngtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'hiuffingtonpost.com.', 'hiuffingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtionpost.com.', 'huffingtionpost.com', u'typo', '37.48.65.145')
(u'huffingtonpost.com', 'huffingrtonpost.com.', 'huffingrtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingt6onpost.com.', 'huffingt6onpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonppost.com.', 'huffingtonppost.com', u'typo', '37.48.65.143')
(u'huffingtonpost.com', 'huffingt9npost.com.', 'huffingt9npost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.eu.', 'huffingtonpost.eu', 'wrongTLD', '144.76.0.242')
(u'huffingtonpost.com', 'huffingtonpost.xxx.', 'huffingtonpost.xxx', 'wrongTLD', '199.253.28.249')
(u'huffingtonpost.com', 'huffingtinpost.com.', 'huffingtinpost.com', u'homo', '72.52.4.120')
(u'huffingtonpost.com', 'huffingtyonpost.com.', 'huffingtyonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffintonpost.com.', 'huffintonpost.com', u'typo', '98.124.245.24')
(u'huffingtonpost.com', 'huffingtonpozst.com.', 'huffingtonpozst.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.com.au.', 'huffingtonpost.com.au', 'wrongTLD', '64.12.79.57')
(u'huffingtonpost.com', 'huffingonpost.com.', 'huffingonpost.com', u'typo', '72.52.4.120')
(u'huffingtonpost.com', 'huff8ingtonpost.com.', 'huff8ingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.com.au.', 'huffingtonpost.com.au', 'wrongTLD', '64.12.89.186')
(u'huffingtonpost.com', 'hurfingtonpost.com.', 'hurfingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonppost.com.', 'huffingtonppost.com', u'typo', '37.48.65.145')
(u'huffingtonpost.com', 'huffingtlonpost.com.', 'huffingtlonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'hufingtonpost.jp.', 'hufingtonpost.jp', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffinhtonpost.com.', 'huffinhtonpost.com', u'typo', '81.171.22.5')
(u'huffingtonpost.com', 'huffibgtonpost.com.', 'huffibgtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpowt.com.', 'huffingtonpowt.com', u'bits', '165.160.13.20')
(u'huffingtonpost.com', 'hudfingtonpost.com.', 'hudfingtonpost.com', u'bits', '185.53.179.8')
(u'huffingtonpost.com', 'huffintonpost.ca.', 'huffintonpost.ca', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonp9st.com.', 'huffingtonp9st.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'h7uffingtonpost.com.', 'h7uffingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpo9st.com.', 'huffingtonpo9st.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'hutffingtonpost.com.', 'hutffingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'anti-huffingtonpostpost.net.', 'anti-huffingtonpostpost.net', 'combo', '205.178.189.131')
(u'huffingtonpost.com', 'huffingtonpost.hu.', 'huffingtonpost.hu', 'wrongTLD', '165.160.13.20')
(u'huffingtonpost.com', 'hufftingtonpost.com.', 'hufftingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpot.com.', 'huffingtonpot.com', u'typo', '37.48.65.153')
(u'huffingtonpost.com', 'huffingtonost.com.', 'huffingtonost.com', u'typo', '85.159.233.59')
(u'huffingtonpost.com', 'huffingtonpot.com.', 'huffingtonpot.com', u'typo', '37.48.65.154')
(u'huffingtonpost.com', 'huffingtonpost.com.au.', 'huffingtonpost.com.au', 'wrongTLD', '149.174.107.97')
(u'huffingtonpost.com', 'huffingbtonpost.com.', 'huffingbtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'hufdingtonpost.com.', 'hufdingtonpost.com', u'bits', '165.160.15.20')
(u'huffingtonpost.com', 'hufgingtonpost.com.', 'hufgingtonpost.com', u'bits', '165.160.15.20')
(u'huffingtonpost.com', 'h8ffingtonpost.com.', 'h8ffingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'uffingtonpost.com.', 'uffingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'anti-huffingtonpostpost.com.', 'anti-huffingtonpostpost.com', 'combo', '205.178.189.131')
(u'huffingtonpost.com', 'huffingtonpo0st.com.', 'huffingtonpo0st.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpostp.com.', 'huffingtonpostp.com', u'typo', '45.33.9.234')
(u'huffingtonpost.com', 'huffingtobnpost.com.', 'huffingtobnpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.nyc.', 'huffingtonpost.nyc', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'hufffingtonpost.com.', 'hufffingtonpost.com', u'typo', '208.91.196.152')
(u'huffingtonpost.com', 'hugfingtonpost.com.', 'hugfingtonpost.com', u'bits', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.ph.', 'huffingtonpost.ph', 'wrongTLD', '159.203.72.104')
(u'huffingtonpost.com', 'huffingtonpost.site.', 'huffingtonpost.site', 'wrongTLD', '165.160.13.20')
(u'huffingtonpost.com', 'huvffingtonpost.com.', 'huvffingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffing6onpost.com.', 'huffing6onpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.net.', 'huffingtonpost.net', 'wrongTLD', '64.12.79.57')
(u'huffingtonpost.com', 'huffiingtonpost.com.', 'huffiingtonpost.com', u'typo', '208.91.196.152')
(u'huffingtonpost.com', 'huffingyonpost.com.', 'huffingyonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'hguffingtonpost.com.', 'hguffingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpolst.com.', 'huffingtonpolst.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.cl.', 'huffingtonpost.cl', 'wrongTLD', '149.174.110.102')
(u'huffingtonpost.com', 'yuffingtonpost.com.', 'yuffingtonpost.com', u'typo', '199.59.242.150')
(u'huffingtonpost.com', 'hffingtonpost.com.', 'hffingtonpost.com', u'typo', '207.244.67.139')
(u'huffingtonpost.com', 'huffing5tonpost.com.', 'huffing5tonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'hhffingtonpost.com.', 'hhffingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpoxt.com.', 'huffingtonpoxt.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffngtonpost.com.', 'huffngtonpost.com', u'typo', '51.254.28.160')
(u'huffingtonpost.com', 'links-huffingtonpost.com.', 'links-huffingtonpost.com', 'combo', '216.239.36.21')
(u'huffingtonpost.com', 'huffingtonpost.lu.', 'huffingtonpost.lu', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.net.', 'huffingtonpost.net', 'wrongTLD', '207.200.74.38')
(u'huffingtonpost.com', 'huff9ngtonpost.com.', 'huff9ngtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpots.com.', 'huffingtonpots.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonp9ost.com.', 'huffingtonp9ost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtomnpost.com.', 'huffingtomnpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.nl.', 'huffingtonpost.nl', 'wrongTLD', '144.76.1.130')
(u'huffingtonpost.com', 'huffingtonpost.biz.', 'huffingtonpost.biz', 'wrongTLD', '185.53.178.6')
(u'huffingtonpost.com', 'huffingtonpost.net.', 'huffingtonpost.net', 'wrongTLD', '149.174.107.97')
(u'huffingtonpost.com', 'huffingrtonpost.com.', 'huffingrtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingt6onpost.com.', 'huffingt6onpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffngtonpost.com.', 'huffngtonpost.com', u'typo', '51.254.28.162')
(u'huffingtonpost.com', 'huffingt9npost.com.', 'huffingt9npost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.cn.', 'huffingtonpost.cn', 'wrongTLD', '119.28.76.164')
(u'huffingtonpost.com', 'huffingtyonpost.com.', 'huffingtyonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.tv.', 'huffingtonpost.tv', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.com.mx.', 'huffingtonpost.com.mx', 'wrongTLD', '149.174.110.102')
(u'huffingtonpost.com', 'huffingtlonpost.com.', 'huffingtlonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.jo.', 'huffingtonpost.jo', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpos6.com.', 'huffingtonpos6.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'hurfingtonpost.com.', 'hurfingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huff8ingtonpost.com.', 'huff8ingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.me.', 'huffingtonpost.me', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonp9st.com.', 'huffingtonp9st.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffintonpost.ca.', 'huffintonpost.ca', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpo9st.com.', 'huffingtonpo9st.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'hufftingtonpost.com.', 'hufftingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'hutffingtonpost.com.', 'hutffingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingt9onpost.com.', 'huffingt9onpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffijngtonpost.com.', 'huffijngtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingbtonpost.com.', 'huffingbtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'hufdingtonpost.com.', 'hufdingtonpost.com', u'bits', '165.160.13.20')
(u'huffingtonpost.com', 'hjuffingtonpost.com.', 'hjuffingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'hu8ffingtonpost.com.', 'hu8ffingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'hufgingtonpost.com.', 'hufgingtonpost.com', u'bits', '165.160.13.20')
(u'huffingtonpost.com', 'hucffingtonpost.com.', 'hucffingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtoonpost.com.', 'huffingtoonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpo0st.com.', 'huffingtonpo0st.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtobnpost.com.', 'huffingtobnpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtohpost.com.', 'huffingtohpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtnopost.com.', 'huffingtnopost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtronpost.com.', 'huffingtronpost.com', u'typo', '50.63.202.27')
(u'huffingtonpost.com', 'huffington-post.org.', 'huffington-post.org', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huyffingtonpost.com.', 'huyffingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'hugfingtonpost.com.', 'hugfingtonpost.com', u'bits', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.nyc.', 'huffingtonpost.nyc', 'wrongTLD', '165.160.13.20')
(u'huffingtonpost.com', 'hudffingtonpost.com.', 'hudffingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huvffingtonpost.com.', 'huvffingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffing6onpost.com.', 'huffing6onpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonoost.com.', 'huffingtonoost.com', u'typo', '74.117.221.21')
(u'huffingtonpost.com', 'huffington-post.net.', 'huffington-post.net', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingyonpost.com.', 'huffingyonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonoost.com.', 'huffingtonoost.com', u'typo', '74.117.221.22')
(u'huffingtonpost.com', 'huffingtonpost.gr.', 'huffingtonpost.gr', 'wrongTLD', '64.12.79.57')
(u'huffingtonpost.com', 'h8uffingtonpost.com.', 'h8uffingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'srv2-huffingtonpost.ma.', 'srv2-huffingtonpost.ma', 'combo', '69.36.145.33')
