(u'bloomberg.com', 'bloomberg.sn.', 'bloomberg.sn', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloobmerg.com.', 'bloobmerg.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-government.me.', 'bloomberg-government.me', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloombery.com.', 'bloombery.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-gov.co.il.', 'bloomberg-gov.co.il', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloomberg.cc.', 'bloomberg.cc', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-reporter.com.', 'bloomberg-reporter.com', 'combo', '192.99.211.183')
(u'bloomberg.com', 'bolomberg.com.', 'bolomberg.com', u'typo', '72.52.4.122')
(u'bloomberg.com', 'bloomberg.id.', 'bloomberg.id', 'wrongTLD', '165.160.13.20')
(u'bloomberg.com', 'michael-bloomberg.com.', 'michael-bloomberg.com', 'combo', '165.160.13.20')
(u'bloomberg.com', 'find-bloomberg.net.', 'find-bloomberg.net', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloonberg.com.', 'bloonberg.com', u'homo', '208.91.196.105')
(u'bloomberg.com', 'bloemberg.com.', 'bloemberg.com', u'homo', '91.231.173.28')
(u'bloomberg.com', 'bloomburg.org.', 'bloomburg.org', u'homo', '208.73.211.165')
(u'bloomberg.com', 'bloomnberg.com.', 'bloomnberg.com', u'typo', '103.224.212.222')
(u'bloomberg.com', 'bloombirg.com.', 'bloombirg.com', u'homo', '209.15.13.134')
(u'bloomberg.com', 'blooomberg.co.uk.', 'blooomberg.co.uk', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloomerg.com.', 'bloomerg.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloombrg.com.', 'bloombrg.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberh.com.', 'bloomberh.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'find-bloomberg.com.', 'find-bloomberg.com', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.mn.', 'bloomberg.mn', 'wrongTLD', '43.231.113.188')
(u'bloomberg.com', 'bloomburg.net.', 'bloomburg.net', u'homo', '208.73.211.165')
(u'bloomberg.com', 'bloomberg-code-global-answer.win.', 'bloomberg-code-global-answer.win', 'combo', '54.238.173.46')
(u'bloomberg.com', 'bloomberg.uz.', 'bloomberg.uz', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bl0omberg.org.', 'bl0omberg.org', u'homo', '69.191.251.238')
(u'bloomberg.com', 'bloommberg.org.', 'bloommberg.org', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomber.eu.', 'bloomber.eu', u'typo', '69.191.251.238')
(u'bloomberg.com', 'loomberg.net.', 'loomberg.net', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.li.', 'bloomberg.li', 'wrongTLD', '165.160.13.20')
(u'bloomberg.com', 'bloomberg-bet.com.', 'bloomberg-bet.com', 'combo', '69.64.147.242')
(u'bloomberg.com', 'bloombery.net.', 'bloombery.net', u'typo', '5.39.10.93')
(u'bloomberg.com', 'blommberg.com.', 'blommberg.com', u'bits', '69.191.212.191')
(u'bloomberg.com', 'loomberg.eu.', 'loomberg.eu', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomburg.nyc.', 'bloomburg.nyc', u'homo', '165.160.13.20')
(u'bloomberg.com', 'bloomebrg.com.', 'bloomebrg.com', u'typo', '69.162.80.51')
(u'bloomberg.com', 'bloombwrg.com.', 'bloombwrg.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-initiatives.tv.', 'bloomberg-initiatives.tv', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloomberg-tv.de.', 'bloomberg-tv.de', 'combo', '69.191.212.191')
(u'bloomberg.com', 'booomberg.com.', 'booomberg.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.tw.', 'bloomberg.tw', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloommberg.net.', 'bloommberg.net', u'typo', '69.191.251.238')
(u'bloomberg.com', 'blomberg.com.', 'blomberg.com', u'typo', '50.63.202.45')
(u'bloomberg.com', 'bloomburg.info.', 'bloomburg.info', u'homo', '69.191.251.238')
(u'bloomberg.com', 'bl0omberg.net.', 'bl0omberg.net', u'homo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.com.co.', 'bloomberg.com.co', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'loomberg.com.', 'loomberg.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.com.sb.', 'bloomberg.com.sb', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloomberrg.cf.', 'bloomberrg.cf', u'typo', '198.252.107.65')
(u'bloomberg.com', 'bloomebrg.com.', 'bloomebrg.com', u'typo', '69.162.80.56')
(u'bloomberg.com', 'bloomberge.com.', 'bloomberge.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-usa.eu.', 'bloomberg-usa.eu', 'combo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-gov.tw.', 'bloomberg-gov.tw', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloommberg.com.', 'bloommberg.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bl0omberg.com.', 'bl0omberg.com', u'homo', '69.191.251.238')
(u'bloomberg.com', 'bloombergu.org.', 'bloombergu.org', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-university.com.', 'bloomberg-university.com', 'combo', '69.191.212.191')
(u'bloomberg.com', 'bloomverg.com.', 'bloomverg.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-gov.jp.', 'bloomberg-gov.jp', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloomberg-trade.com.', 'bloomberg-trade.com', 'combo', '69.191.212.191')
(u'bloomberg.com', 'abonnement-bloomberg-businessweek.fr.', 'abonnement-bloomberg-businessweek.fr', 'combo', '217.70.184.38')
(u'bloomberg.com', 'bloomberg-web-intl.com.', 'bloomberg-web-intl.com', 'combo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.com.jm.', 'bloomberg.com.jm', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.gg.', 'bloomberg.gg', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloombergu.net.', 'bloombergu.net', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.pk.', 'bloomberg.pk', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'blooomberg.org.', 'blooomberg.org', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-associates.com.', 'bloomberg-associates.com', 'combo', '208.91.197.27')
(u'bloomberg.com', 'bloomberg.rocks.', 'bloomberg.rocks', 'wrongTLD', '207.250.29.220')
(u'bloomberg.com', 'bloombe4rg.com.', 'bloombe4rg.com', u'typo', '213.247.47.190')
(u'bloomberg.com', 'bloomberg-gov.co.il.', 'bloomberg-gov.co.il', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloomberg-web-online.com.', 'bloomberg-web-online.com', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-government.me.', 'bloomberg-government.me', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloomberg-law.com.', 'bloomberg-law.com', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.rocks.', 'bloomberg.rocks', 'wrongTLD', '207.250.29.221')
(u'bloomberg.com', 'blooomberg.net.', 'blooomberg.net', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.ac.', 'bloomberg.ac', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.family.', 'bloomberg.family', 'wrongTLD', '207.250.29.221')
(u'bloomberg.com', 'bloomberfg.com.', 'bloomberfg.com', u'typo', '50.63.202.30')
(u'bloomberg.com', 'bloom-berg.com.', 'bloom-berg.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloombergu.com.', 'bloombergu.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloombert.net.', 'bloombert.net', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-financial.com.', 'bloomberg-financial.com', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-uk.com.', 'bloomberg-uk.com', 'combo', '69.191.212.191')
(u'bloomberg.com', 'blomberg.one.', 'blomberg.one', u'typo', '46.30.213.199')
(u'bloomberg.com', 'bloomberg-tv.net.', 'bloomberg-tv.net', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-government.org.', 'bloomberg-government.org', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloomberg.bz.', 'bloomberg.bz', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'blooomberg.com.', 'blooomberg.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'b1oomberg.com.', 'b1oomberg.com', u'homo', '162.255.119.35')
(u'bloomberg.com', 'bloomberg.com.bh.', 'bloomberg.com.bh', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bl00mberg.us.', 'bl00mberg.us', u'homo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-university.eu.', 'bloomberg-university.eu', 'combo', '69.191.212.191')
(u'bloomberg.com', 'bloombert.com.', 'bloombert.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomborg.org.', 'bloomborg.org', u'homo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.co.nz.', 'bloomberg.co.nz', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-government.net.', 'bloomberg-government.net', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloomberg-web-inc.com.', 'bloomberg-web-inc.com', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.co.uk.', 'bloomberg.co.uk', 'wrongTLD', '69.187.23.20')
(u'bloomberg.com', 'bloomberg.com.cu.', 'bloomberg.com.cu', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-government.ws.', 'bloomberg-government.ws', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloomberg.ie.', 'bloomberg.ie', 'wrongTLD', '209.25.140.11')
(u'bloomberg.com', 'bloomberg.net.cn.', 'bloomberg.net.cn', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-tv.com.', 'bloomberg-tv.com', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.pe.', 'bloomberg.pe', 'wrongTLD', '165.160.15.20')
(u'bloomberg.com', 'bloomberg-arts.org.', 'bloomberg-arts.org', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloomberg.ch.', 'bloomberg.ch', 'wrongTLD', '165.160.15.20')
(u'bloomberg.com', 'bloomborg.net.', 'bloomborg.net', u'homo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.co.kr.', 'bloomberg.co.kr', 'wrongTLD', '52.86.148.246')
(u'bloomberg.com', 'bloomberg-hk.com.', 'bloomberg-hk.com', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-government.com.', 'bloomberg-government.com', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloomberg.tel.', 'bloomberg.tel', 'wrongTLD', '52.50.143.27')
(u'bloomberg.com', 'bloemberg.org.', 'bloemberg.org', u'homo', '66.96.149.24')
(u'bloomberg.com', 'no-bloomberg.com.', 'no-bloomberg.com', 'combo', '174.127.109.228')
(u'bloomberg.com', 'bloomberg-arts.net.', 'bloomberg-arts.net', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloombetrg.com.', 'bloombetrg.com', u'typo', '50.63.202.20')
(u'bloomberg.com', 'bloombrrg.com.', 'bloombrrg.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'blloomberg.com.', 'blloomberg.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomborg.com.', 'bloomborg.com', u'homo', '69.191.251.238')
(u'bloomberg.com', 'www-bloomberg.com.', 'www-bloomberg.com', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.org.', 'bloomberg.org', 'wrongTLD', '52.86.182.94')
(u'bloomberg.com', 'bloojberg.com.', 'bloojberg.com', u'typo', '52.4.209.250')
(u'bloomberg.com', 'bloomberg.space.', 'bloomberg.space', 'wrongTLD', '207.250.29.220')
(u'bloomberg.com', 'bloomberg.space.', 'bloomberg.space', 'wrongTLD', '207.250.29.221')
(u'bloomberg.com', 'bloomberg.sg.', 'bloomberg.sg', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.store.', 'bloomberg.store', 'wrongTLD', '207.250.29.220')
(u'bloomberg.com', 'bliimberg.org.', 'bliimberg.org', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-television.com.', 'bloomberg-television.com', 'combo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-arts.com.', 'bloomberg-arts.com', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloomberg.club.', 'bloomberg.club', 'wrongTLD', '199.59.242.150')
(u'bloomberg.com', 'bl00mberg.org.', 'bl00mberg.org', u'homo', '69.191.251.238')
(u'bloomberg.com', 'bloomburg.org.', 'bloomburg.org', u'homo', '208.73.211.177')
(u'bloomberg.com', 'bloomberg.store.', 'bloomberg.store', 'wrongTLD', '207.250.29.221')
(u'bloomberg.com', 'bloombetg.com.', 'bloombetg.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-forum.org.', 'bloomberg-forum.org', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloombe4rg.com.', 'bloombe4rg.com', u'typo', '173.239.5.6')
(u'bloomberg.com', 'bloomburg.eu.', 'bloomburg.eu', u'homo', '69.191.212.191')
(u'bloomberg.com', 'blomberg.marketing.', 'blomberg.marketing', u'typo', '217.160.122.120')
(u'bloomberg.com', 'bl00mberg.net.', 'bl00mberg.net', u'homo', '69.191.251.238')
(u'bloomberg.com', 'bloomburg.net.', 'bloomburg.net', u'homo', '208.73.211.177')
(u'bloomberg.com', 'bloombergs.org.', 'bloombergs.org', u'typo', '69.191.212.191')
(u'bloomberg.com', 'blo0mberg.org.', 'blo0mberg.org', u'homo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-law.eu.', 'bloomberg-law.eu', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.io.', 'bloomberg.io', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-forum.net.', 'bloomberg-forum.net', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloomberg.com.bs.', 'bloomberg.com.bs', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-government.org.', 'bloomberg-government.org', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloomgberg.com.', 'bloomgberg.com', u'typo', '37.48.65.136')
(u'bloomberg.com', 'bloomberg-government.ca.', 'bloomberg-government.ca', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bliimberg.com.', 'bliimberg.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'blo0mberg.net.', 'blo0mberg.net', u'homo', '69.191.212.191')
(u'bloomberg.com', 'b1oomberg.org.', 'b1oomberg.org', u'homo', '165.160.15.20')
(u'bloomberg.com', 'bloombergs.net.', 'bloombergs.net', u'typo', '69.191.212.191')
(u'bloomberg.com', 'blomberg.uno.', 'blomberg.uno', u'typo', '46.30.213.114')
(u'bloomberg.com', 'bloomberg-jobs.co.uk.', 'bloomberg-jobs.co.uk', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloomberg.tv.br.', 'bloomberg.tv.br', 'wrongTLD', '104.192.4.197')
(u'bloomberg.com', 'blppmberg.com.', 'blppmberg.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bl00mberg.com.', 'bl00mberg.com', u'homo', '69.191.251.238')
(u'bloomberg.com', 'bloomberb.com.', 'bloomberb.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-forum.com.', 'bloomberg-forum.com', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloomberg-government.net.', 'bloomberg-government.net', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloomberg.cu.', 'bloomberg.cu', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'xn--blmberg-b1aa.org.', u'bl\xf6\xf6mberg.org', u'homo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-government.ws.', 'bloomberg-government.ws', 'combo', '165.160.13.20')
(u'bloomberg.com', 'blomberg.reisen.', 'blomberg.reisen', u'typo', '217.160.122.166')
(u'bloomberg.com', 'blo0mberg.com.', 'blo0mberg.com', u'homo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.pe.', 'bloomberg.pe', 'wrongTLD', '165.160.13.20')
(u'bloomberg.com', 'bloombergs.com.', 'bloombergs.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-arts.org.', 'bloomberg-arts.org', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloomberg.lt.', 'bloomberg.lt', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.com.vi.', 'bloomberg.com.vi', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.ch.', 'bloomberg.ch', 'wrongTLD', '165.160.13.20')
(u'bloomberg.com', 'bloomberg.com.es.', 'bloomberg.com.es', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.bm.', 'bloomberg.bm', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloumberg.com.', 'bloumberg.com', u'homo', '69.191.212.191')
(u'bloomberg.com', 'bloomvberg.com.', 'bloomvberg.com', u'typo', '184.168.221.9')
(u'bloomberg.com', 'bloomberg.com.hn.', 'bloomberg.com.hn', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-law.com.', 'bloomberg-law.com', 'combo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-government.com.', 'bloomberg-government.com', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloomberg-arts.net.', 'bloomberg-arts.net', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloomberg-web-usa.com.', 'bloomberg-web-usa.com', 'combo', '69.191.251.238')
(u'bloomberg.com', 'who-is-david-bloomberg.org.', 'who-is-david-bloomberg.org', 'combo', '50.63.202.32')
(u'bloomberg.com', 'bloomberg.com.my.', 'bloomberg.com.my', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.com.mt.', 'bloomberg.com.mt', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-online-web.com.', 'bloomberg-online-web.com', 'combo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-gov.me.', 'bloomberg-gov.me', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloomber.com.', 'bloomber.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.com.ph.', 'bloomberg.com.ph', 'wrongTLD', '203.119.6.168')
(u'bloomberg.com', 'bloomberg-pro.com.', 'bloomberg-pro.com', 'combo', '104.31.74.193')
(u'bloomberg.com', 'bloomgerg.com.', 'bloomgerg.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.md.', 'bloomberg.md', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloom-berg.eu.', 'bloom-berg.eu', u'typo', '69.191.212.191')
(u'bloomberg.com', 'news-bloomberg.org.', 'news-bloomberg.org', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.sr.', 'bloomberg.sr', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloombergo.org.', 'bloombergo.org', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloimberg.com.', 'bloimberg.com', u'homo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.com.bo.', 'bloomberg.com.bo', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloomburg.org.', 'bloomburg.org', u'homo', '208.73.210.202')
(u'bloomberg.com', 'bloomberg.com.uz.', 'bloomberg.com.uz', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-arts.com.', 'bloomberg-arts.com', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloomber.co.uk.', 'bloomber.co.uk', u'typo', '72.52.179.175')
(u'bloomberg.com', 'news-bloomberg.net.', 'news-bloomberg.net', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberq.com.', 'bloomberq.com', u'homo', '165.160.15.20')
(u'bloomberg.com', 'nloomberg.com.', 'nloomberg.com', u'typo', '50.63.202.9')
(u'bloomberg.com', 'bloombergo.net.', 'bloombergo.net', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-forum.org.', 'bloomberg-forum.org', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloomberg.edu.vn.', 'bloomberg.edu.vn', 'wrongTLD', '104.27.169.210')
(u'bloomberg.com', 'bloomberg.com.ag.', 'bloomberg.com.ag', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloombeeg.com.', 'bloombeeg.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-wireless.org.', 'bloomberg-wireless.org', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomburg.net.', 'bloomburg.net', u'homo', '208.73.210.202')
(u'bloomberg.com', 'bloomburg.us.', 'bloomburg.us', u'homo', '69.191.212.191')
(u'bloomberg.com', 'blooimberg.com.', 'blooimberg.com', u'typo', '50.63.202.20')
(u'bloomberg.com', 'bllomberg.com.', 'bllomberg.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-initiative.mobi.', 'bloomberg-initiative.mobi', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloomberg.pn.', 'bloomberg.pn', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'blomberg.xxx.', 'blomberg.xxx', u'typo', '199.253.28.9')
(u'bloomberg.com', 'bloomberg.com.fr.', 'bloomberg.com.fr', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'news-bloomberg.com.', 'news-bloomberg.com', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.lu.', 'bloomberg.lu', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'e-bloomberg.org.', 'e-bloomberg.org', 'combo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.com.ve.', 'bloomberg.com.ve', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloomberrg.com.', 'bloomberrg.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-forum.net.', 'bloomberg-forum.net', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloomberg-government.ca.', 'bloomberg-government.ca', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloomberg-wireless.net.', 'bloomberg-wireless.net', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloombergo.com.', 'bloombergo.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloombberg.com.', 'bloombberg.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'b1oomberg.org.', 'b1oomberg.org', u'homo', '165.160.13.20')
(u'bloomberg.com', 'bloomberg-jobs.co.uk.', 'bloomberg-jobs.co.uk', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloomberg-inc.eu.', 'bloomberg-inc.eu', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-intl.com.', 'bloomberg-intl.com', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.xxx.', 'bloomberg.xxx', 'wrongTLD', '199.253.28.9')
(u'bloomberg.com', 'e-bloomberg.net.', 'e-bloomberg.net', 'combo', '69.191.212.191')
(u'bloomberg.com', 'bloombereg.com.', 'bloombereg.com', u'typo', '208.91.196.152')
(u'bloomberg.com', 'vloomberg.org.', 'vloomberg.org', u'typo', '69.191.212.191')
(u'bloomberg.com', 'i-bloomberg.com.', 'i-bloomberg.com', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-forum.com.', 'bloomberg-forum.com', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloomnerg.com.', 'bloomnerg.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.com.dm.', 'bloomberg.com.dm', 'wrongTLD', '165.160.15.20')
(u'bloomberg.com', 'bloomberg.com.pk.', 'bloomberg.com.pk', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.sn.', 'bloomberg.sn', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-wireless.com.', 'bloomberg-wireless.com', 'combo', '69.191.251.238')
(u'bloomberg.com', 'gloomberg.net.', 'gloomberg.net', u'typo', '194.245.148.189')
(u'bloomberg.com', 'bloombery.com.', 'bloombery.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloobmerg.com.', 'bloobmerg.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'vloomberg.net.', 'vloomberg.net', u'typo', '69.191.212.191')
(u'bloomberg.com', 'e-bloomberg.com.', 'e-bloomberg.com', 'combo', '69.191.212.191')
(u'bloomberg.com', 'blomberg.org.', 'blomberg.org', u'typo', '64.99.80.121')
(u'bloomberg.com', 'bloomberg.fr.', 'bloomberg.fr', 'wrongTLD', '69.191.252.148')
(u'bloomberg.com', 'bloomberg.ua.', 'bloomberg.ua', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'blomberg.media.', 'blomberg.media', u'typo', '217.160.122.166')
(u'bloomberg.com', 'bloombreg.com.', 'bloombreg.com', u'typo', '185.53.178.7')
(u'bloomberg.com', 'bloomberg-gov.me.', 'bloomberg-gov.me', 'combo', '165.160.13.20')
(u'bloomberg.com', 'blooomberg.co.uk.', 'blooomberg.co.uk', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-trading.com.', 'bloomberg-trading.com', 'combo', '69.191.212.191')
(u'bloomberg.com', 'vloomberg.com.', 'vloomberg.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.net.', 'bloomberg.net', 'wrongTLD', '69.191.252.148')
(u'bloomberg.com', 'bloomberh.com.', 'bloomberh.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloombewrg.com.', 'bloombewrg.com', u'typo', '50.63.202.15')
(u'bloomberg.com', 'blopmberg.com.', 'blopmberg.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-china.com.', 'bloomberg-china.com', 'combo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-reports.com.', 'bloomberg-reports.com', 'combo', '192.99.211.183')
(u'bloomberg.com', 'bliomberg.com.', 'bliomberg.com', u'homo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.be.', 'bloomberg.be', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.us.', 'bloomberg.us', 'wrongTLD', '165.160.15.20')
(u'bloomberg.com', 'blommberg.com.', 'blommberg.com', u'bits', '69.191.251.238')
(u'bloomberg.com', 'bloombwrg.com.', 'bloombwrg.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberq.com.', 'bloomberq.com', u'homo', '165.160.13.20')
(u'bloomberg.com', 'bloomborg.eu.', 'bloomborg.eu', u'homo', '69.191.212.191')
(u'bloomberg.com', 'booomberg.com.', 'booomberg.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.tm.', 'bloomberg.tm', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bioomberg.org.', 'bioomberg.org', u'homo', '165.160.15.20')
(u'bloomberg.com', 'bloomberg.fm.', 'bloomberg.fm', 'wrongTLD', '69.191.212.191')
