(u'priceline.com', 'prjiceline.com.', 'prjiceline.com', u'typo', '52.86.163.26')
(u'priceline.com', 'pricelines.co.uk.', 'pricelines.co.uk', u'typo', '54.72.9.51')
(u'priceline.com', 'pricelie.trade.', 'pricelie.trade', u'typo', '104.31.68.162')
(u'priceline.com', 'pric3line.com.', 'pric3line.com', u'typo', '23.22.216.234')
(u'priceline.com', 'pticeline.com.', 'pticeline.com', u'typo', '64.6.21.2')
(u'priceline.com', 'pricelie.host.', 'pricelie.host', u'typo', '104.27.137.76')
(u'priceline.com', 'priceoine.com.', 'priceoine.com', u'typo', '52.52.64.247')
(u'priceline.com', 'priceline-atl.com.', 'priceline-atl.com', 'combo', '64.6.21.2')
(u'priceline.com', 'price4line.com.', 'price4line.com', u'typo', '52.52.18.176')
(u'priceline.com', 'proceline.co.uk.', 'proceline.co.uk', u'homo', '64.6.28.42')
(u'priceline.com', 'priceline-coupons.com.', 'priceline-coupons.com', 'combo', '52.52.64.247')
(u'priceline.com', 'pricelije.com.', 'pricelije.com', u'bits', '23.22.216.234')
(u'priceline.com', 'priceline-travel.com.', 'priceline-travel.com', 'combo', '64.6.21.2')
(u'priceline.com', 'pricdline.com.', 'pricdline.com', u'bits', '23.22.216.234')
(u'priceline.com', 'priceli9ne.com.', 'priceli9ne.com', u'typo', '52.52.18.176')
(u'priceline.com', 'pricelie.info.', 'pricelie.info', u'typo', '104.27.185.175')
(u'priceline.com', 'prlceline.com.', 'prlceline.com', u'homo', '52.52.64.247')
(u'priceline.com', 'pri8celine.com.', 'pri8celine.com', u'typo', '52.86.163.26')
(u'priceline.com', 'pr4iceline.com.', 'pr4iceline.com', u'typo', '52.52.18.176')
(u'priceline.com', 'pricelinew.com.', 'pricelinew.com', u'typo', '204.74.99.100')
(u'priceline.com', 'pricelinen.com.', 'pricelinen.com', u'typo', '52.52.64.247')
(u'priceline.com', 'prifeline.com.', 'prifeline.com', u'typo', '52.52.18.176')
(u'priceline.com', 'priceline.amsterdam.', 'priceline.amsterdam', 'wrongTLD', '37.97.149.210')
(u'priceline.com', 'pr8celine.com.', 'pr8celine.com', u'typo', '52.86.163.26')
(u'priceline.com', 'ppiceline.com.', 'ppiceline.com', u'bits', '52.86.163.26')
(u'priceline.com', 'priuceline.com.', 'priuceline.com', u'typo', '205.178.189.131')
(u'priceline.com', 'priceline.support.', 'priceline.support', 'wrongTLD', '188.93.150.44')
(u'priceline.com', 'pricepine.com.', 'pricepine.com', u'typo', '52.52.64.247')
(u'priceline.com', 'pricelin.info.', 'pricelin.info', u'typo', '52.52.64.247')
(u'priceline.com', 'priceline-com.com.', 'priceline-com.com', 'combo', '52.52.64.247')
(u'priceline.com', 'corp-priceline.com.', 'corp-priceline.com', 'combo', '107.170.60.63')
(u'priceline.com', 'pricellne.com.', 'pricellne.com', u'homo', '52.52.18.176')
(u'priceline.com', 'priceilne.com.', 'priceilne.com', u'typo', '64.6.28.2')
(u'priceline.com', 'pdiceline.com.', 'pdiceline.com', u'typo', '52.52.18.176')
(u'priceline.com', 'pric4eline.com.', 'pric4eline.com', u'typo', '52.52.18.176')
(u'priceline.com', 'pdriceline.com.', 'pdriceline.com', u'typo', '64.6.21.2')
(u'priceline.com', 'pricelie.online.', 'pricelie.online', u'typo', '104.31.94.160')
(u'priceline.com', 'praceline.com.', 'praceline.com', u'homo', '52.86.163.26')
(u'priceline.com', 'pricelime.com.', 'pricelime.com', u'homo', '64.6.21.2')
(u'priceline.com', 'pricelinee.com.', 'pricelinee.com', u'typo', '52.52.64.247')
(u'priceline.com', 'pricelie.host.', 'pricelie.host', u'typo', '104.27.136.76')
(u'priceline.com', 'priceoline.com.', 'priceoline.com', u'typo', '64.6.28.2')
(u'priceline.com', 'priceline-group.com.', 'priceline-group.com', 'combo', '72.52.4.119')
(u'priceline.com', 'lriceline.com.', 'lriceline.com', u'typo', '52.52.18.176')
(u'priceline.com', 'mattressexchange-priceline.com.', 'mattressexchange-priceline.com', 'combo', '52.52.18.176')
(u'priceline.com', 'priceline.ph.', 'priceline.ph', 'wrongTLD', '64.6.28.42')
(u'priceline.com', 'about-priceline-trading.com.', 'about-priceline-trading.com', 'combo', '50.63.202.83')
(u'priceline.com', 'priceliner.com.', 'priceliner.com', u'typo', '64.6.21.2')
(u'priceline.com', 'priceline.co.in.', 'priceline.co.in', 'wrongTLD', '64.6.28.42')
(u'priceline.com', 'pricelpine.com.', 'pricelpine.com', u'typo', '64.6.28.2')
(u'priceline.com', 'pricel8ine.com.', 'pricel8ine.com', u'typo', '52.52.18.176')
(u'priceline.com', 'hutchison-priceline.com.', 'hutchison-priceline.com', 'combo', '52.52.18.176')
(u'priceline.com', 'priciline.com.', 'priciline.com', u'homo', '52.52.64.247')
(u'priceline.com', 'priceiine.com.', 'priceiine.com', u'homo', '64.6.21.2')
(u'priceline.com', 'pr8celine.com.', 'pr8celine.com', u'typo', '52.52.64.247')
(u'priceline.com', 'priceli8ne.com.', 'priceli8ne.com', u'typo', '23.22.216.234')
(u'priceline.com', 'prjceline.com.', 'prjceline.com', u'typo', '23.22.216.234')
(u'priceline.com', 'preiceline.com.', 'preiceline.com', u'typo', '52.52.18.176')
(u'priceline.com', 'pricceline.com.', 'pricceline.com', u'typo', '64.6.28.2')
(u'priceline.com', 'prriceline.com.', 'prriceline.com', u'typo', '52.52.18.176')
(u'priceline.com', 'priceline-korea.com.', 'priceline-korea.com', 'combo', '64.6.28.42')
(u'priceline.com', 'prideline.com.', 'prideline.com', u'typo', '64.6.28.2')
(u'priceline.com', 'priceline-hotels.com.', 'priceline-hotels.com', 'combo', '64.6.21.2')
(u'priceline.com', 'cruise-priceline.com.', 'cruise-priceline.com', 'combo', '64.6.28.2')
(u'priceline.com', 'priceline-hotel.com.', 'priceline-hotel.com', 'combo', '64.6.21.2')
(u'priceline.com', 'pricelinez.com.', 'pricelinez.com', u'typo', '52.52.18.176')
(u'priceline.com', 'pricenine.com.', 'pricenine.com', u'bits', '208.73.210.217')
(u'priceline.com', 'pricelino.com.', 'pricelino.com', u'homo', '52.52.18.176')
(u'priceline.com', 'pricelinw.com.', 'pricelinw.com', u'typo', '64.6.21.2')
(u'priceline.com', 'pricelkne.com.', 'pricelkne.com', u'bits', '23.22.216.234')
(u'priceline.com', 'pricelini.com.', 'pricelini.com', u'homo', '52.86.163.26')
(u'priceline.com', 'pricepline.com.', 'pricepline.com', u'typo', '64.6.28.2')
(u'priceline.com', 'priceline-travelweb.com.', 'priceline-travelweb.com', 'combo', '64.6.21.2')
(u'priceline.com', 'name-your-own-price-priceline.com.', 'name-your-own-price-priceline.com', 'combo', '64.6.21.2')
(u'priceline.com', 'priceline.at.', 'priceline.at', 'wrongTLD', '64.6.28.42')
(u'priceline.com', 'pfriceline.com.', 'pfriceline.com', u'typo', '64.6.21.2')
(u'priceline.com', 'pricweline.com.', 'pricweline.com', u'typo', '64.6.28.2')
(u'priceline.com', 'pricesline.com.', 'pricesline.com', u'typo', '52.52.18.176')
(u'priceline.com', 'oriceline.com.', 'oriceline.com', u'typo', '52.52.64.247')
(u'priceline.com', 'pricsline.com.', 'pricsline.com', u'typo', '23.22.216.234')
(u'priceline.com', 'pricel9ne.com.', 'pricel9ne.com', u'typo', '52.86.163.26')
(u'priceline.com', 'pri9celine.com.', 'pri9celine.com', u'typo', '52.52.64.247')
(u'priceline.com', 'pricelikne.com.', 'pricelikne.com', u'typo', '23.22.216.234')
(u'priceline.com', 'pruceline.com.', 'pruceline.com', u'homo', '64.6.21.2')
(u'priceline.com', 'pricelinje.com.', 'pricelinje.com', u'typo', '104.218.74.27')
(u'priceline.com', 'priceeline.com.', 'priceeline.com', u'typo', '64.6.28.2')
(u'priceline.com', 'deals-priceline.com.', 'deals-priceline.com', 'combo', '64.6.21.2')
(u'priceline.com', 'priceline-loan.com.', 'priceline-loan.com', 'combo', '64.6.21.2')
(u'priceline.com', 'pr9iceline.com.', 'pr9iceline.com', u'typo', '23.22.216.234')
(u'priceline.com', 'priceoine.com.', 'priceoine.com', u'typo', '23.22.216.234')
(u'priceline.com', 'priceli9ne.com.', 'priceli9ne.com', u'typo', '52.86.163.26')
(u'priceline.com', 'priceline-rentalcars.com.', 'priceline-rentalcars.com', 'combo', '64.6.21.2')
(u'priceline.com', 'pr4iceline.com.', 'pr4iceline.com', u'typo', '52.86.163.26')
(u'priceline.com', 'priceline-coupons.com.', 'priceline-coupons.com', 'combo', '23.22.216.234')
(u'priceline.com', 'priceline.org.', 'priceline.org', 'wrongTLD', '64.6.21.2')
(u'priceline.com', 'priceline.com.mx.', 'priceline.com.mx', 'wrongTLD', '162.243.106.30')
(u'priceline.com', 'www-priceline.com.', 'www-priceline.com', 'combo', '52.52.64.247')
(u'priceline.com', 'pricelinen.com.', 'pricelinen.com', u'typo', '23.22.216.234')
(u'priceline.com', 'priceline.com.co.', 'priceline.com.co', 'wrongTLD', '72.52.4.122')
(u'priceline.com', 'pr5iceline.com.', 'pr5iceline.com', u'typo', '52.52.18.176')
(u'priceline.com', 'pricellne.com.', 'pricellne.com', u'homo', '52.86.163.26')
(u'priceline.com', 'preceline.com.', 'preceline.com', u'homo', '64.6.28.2')
(u'priceline.com', 'hotels-priceline.com.', 'hotels-priceline.com', 'combo', '64.6.28.2')
(u'priceline.com', 'priceliune.com.', 'priceliune.com', u'typo', '52.86.163.26')
(u'priceline.com', 'priceine.com.', 'priceine.com', u'typo', '64.6.21.2')
(u'priceline.com', 'priecline.com.', 'priecline.com', u'typo', '52.52.18.176')
(u'priceline.com', 'pric4eline.com.', 'pric4eline.com', u'typo', '52.86.163.26')
(u'priceline.com', 'priceline.net.', 'priceline.net', 'wrongTLD', '64.6.21.2')
(u'priceline.com', 'pricelin.info.', 'pricelin.info', u'typo', '23.22.216.234')
(u'priceline.com', 'priceline-com.com.', 'priceline-com.com', 'combo', '23.22.216.234')
(u'priceline.com', 'pdiceline.com.', 'pdiceline.com', u'typo', '52.86.163.26')
(u'priceline.com', 'price3line.com.', 'price3line.com', u'typo', '52.52.64.247')
(u'priceline.com', 'priceline.vn.', 'priceline.vn', 'wrongTLD', '64.6.28.42')
(u'priceline.com', 'priceljne.com.', 'priceljne.com', u'typo', '52.52.64.247')
(u'priceline.com', 'pricedline.com.', 'pricedline.com', u'typo', '52.52.64.247')
(u'priceline.com', 'pricelinep.com.', 'pricelinep.com', u'typo', '52.52.18.176')
(u'priceline.com', 'pricelane.net.', 'pricelane.net', u'homo', '67.225.224.226')
(u'priceline.com', 'priceline.com.my.', 'priceline.com.my', 'wrongTLD', '64.6.28.42')
(u'priceline.com', 'price1ine.com.', 'price1ine.com', u'homo', '64.6.21.2')
(u'priceline.com', 'priceline.gr.', 'priceline.gr', 'wrongTLD', '199.59.242.150')
(u'priceline.com', 'hutchison-priceline.com.', 'hutchison-priceline.com', 'combo', '52.86.163.26')
(u'priceline.com', 'priceline.mx.', 'priceline.mx', 'wrongTLD', '64.6.21.2')
(u'priceline.com', 'priceline.my.', 'priceline.my', 'wrongTLD', '64.6.28.42')
(u'priceline.com', 'pricelin3.com.', 'pricelin3.com', u'typo', '52.52.18.176')
(u'priceline.com', 'priceline-mortgages.com.', 'priceline-mortgages.com', 'combo', '64.6.18.6')
(u'priceline.com', 'pricelinne.com.', 'pricelinne.com', u'typo', '64.6.28.2')
(u'priceline.com', 'poriceline.com.', 'poriceline.com', u'typo', '64.6.21.2')
(u'priceline.com', 'priceline-pharmacy.com.', 'priceline-pharmacy.com', 'combo', '203.170.80.250')
(u'priceline.com', 'price-line.net.', 'price-line.net', u'typo', '52.52.18.176')
(u'priceline.com', 'priceline-ticket.com.', 'priceline-ticket.com', 'combo', '64.6.21.2')
(u'priceline.com', 'pficeline.com.', 'pficeline.com', u'typo', '23.22.216.234')
(u'priceline.com', 'priciline.com.', 'priciline.com', u'homo', '23.22.216.234')
(u'priceline.com', 'priceline.mk.', 'priceline.mk', 'wrongTLD', '194.149.137.106')
(u'priceline.com', 'prjiceline.com.', 'prjiceline.com', u'typo', '23.22.216.234')
(u'priceline.com', 'hotel-priceline.com.', 'hotel-priceline.com', 'combo', '64.6.28.2')
(u'priceline.com', 'preiceline.com.', 'preiceline.com', u'typo', '52.86.163.26')
(u'priceline.com', 'prkiceline.com.', 'prkiceline.com', u'typo', '52.52.64.247')
(u'priceline.com', 'pricel8ne.com.', 'pricel8ne.com', u'typo', '52.52.18.176')
(u'priceline.com', 'priceliune.com.', 'priceliune.com', u'typo', '52.52.64.247')
(u'priceline.com', 'priceline-visa.net.', 'priceline-visa.net', 'combo', '64.6.28.2')
(u'priceline.com', 'p-riceline.com.', 'p-riceline.com', u'typo', '64.6.21.2')
(u'priceline.com', 'prifceline.com.', 'prifceline.com', u'typo', '64.6.28.2')
(u'priceline.com', 'priceliine.com.', 'priceliine.com', u'typo', '52.52.18.176')
(u'priceline.com', 'psiceline.com.', 'psiceline.com', u'bits', '23.22.216.234')
(u'priceline.com', 'priceine.co.uk.', 'priceine.co.uk', u'typo', '64.6.28.42')
(u'priceline.com', 'pricelinje.com.', 'pricelinje.com', u'typo', '104.218.72.27')
(u'priceline.com', 'pricrline.com.', 'pricrline.com', u'typo', '64.6.21.2')
(u'priceline.com', 'pricelinem.com.', 'pricelinem.com', u'typo', '23.22.216.234')
(u'priceline.com', 'priceline.tw.', 'priceline.tw', 'wrongTLD', '64.6.28.42')
(u'priceline.com', 'priceline.fyi.', 'priceline.fyi', 'wrongTLD', '162.255.119.248')
(u'priceline.com', 'pricelinez.com.', 'pricelinez.com', u'typo', '52.86.163.26')
(u'priceline.com', 'pricelines.co.uk.', 'pricelines.co.uk', u'typo', '185.53.179.6')
(u'priceline.com', 'priceluine.com.', 'priceluine.com', u'typo', '64.6.28.2')
(u'priceline.com', 'p5riceline.com.', 'p5riceline.com', u'typo', '52.52.64.247')
(u'priceline.com', 'p4iceline.com.', 'p4iceline.com', u'typo', '64.6.28.2')
(u'priceline.com', 'priceline-visa.com.', 'priceline-visa.com', 'combo', '64.6.28.2')
(u'priceline.com', 'priceline.com.es.', 'priceline.com.es', 'wrongTLD', '64.6.21.2')
(u'priceline.com', 'priceli8ne.com.', 'priceli8ne.com', u'typo', '52.52.18.176')
(u'priceline.com', 'priceline.im.', 'priceline.im', 'wrongTLD', '64.6.28.42')
(u'priceline.com', 'p4riceline.com.', 'p4riceline.com', u'typo', '52.52.18.176')
(u'priceline.com', 'pricleine.com.', 'pricleine.com', u'typo', '64.6.21.2')
(u'priceline.com', 'prjceline.com.', 'prjceline.com', u'typo', '52.52.18.176')
(u'priceline.com', 'pricesline.com.', 'pricesline.com', u'typo', '52.86.163.26')
(u'priceline.com', 'priceline-cruises.com.', 'priceline-cruises.com', 'combo', '64.6.21.2')
(u'priceline.com', 'prixceline.com.', 'prixceline.com', u'typo', '64.6.21.2')
(u'priceline.com', 'prikceline.com.', 'prikceline.com', u'typo', '64.6.21.2')
(u'priceline.com', 'pric3eline.com.', 'pric3eline.com', u'typo', '52.52.18.176')
(u'priceline.com', 'pricelkne.com.', 'pricelkne.com', u'bits', '52.52.18.176')
(u'priceline.com', 'pricelin.co.', 'pricelin.co', u'typo', '199.59.242.150')
(u'priceline.com', 'rriceline.com.', 'rriceline.com', u'bits', '64.6.21.2')
(u'priceline.com', 'pricelinhe.com.', 'pricelinhe.com', u'typo', '52.52.18.176')
(u'priceline.com', 'pricline.co.', 'pricline.co', u'typo', '23.22.216.234')
(u'priceline.com', 'priceline.ir.', 'priceline.ir', 'wrongTLD', '5.9.94.34')
(u'priceline.com', 'pricelinec.com.', 'pricelinec.com', u'typo', '72.52.4.119')
(u'priceline.com', 'pricewline.com.', 'pricewline.com', u'typo', '98.124.199.123')
(u'priceline.com', 'pri9celine.com.', 'pri9celine.com', u'typo', '23.22.216.234')
(u'priceline.com', 'pricelin.com.', 'pricelin.com', u'typo', '64.6.21.2')
(u'priceline.com', 'pruiceline.com.', 'pruiceline.com', u'typo', '52.52.64.247')
(u'priceline.com', 'pricelibne.com.', 'pricelibne.com', u'typo', '64.6.21.2')
(u'priceline.com', 'pricelina.com.', 'pricelina.com', u'homo', '185.53.178.9')
(u'priceline.com', 'pryceline.com.', 'pryceline.com', u'bits', '64.6.21.2')
(u'priceline.com', '0riceline.com.', '0riceline.com', u'bits', '52.52.18.176')
(u'priceline.com', 'pr9celine.com.', 'pr9celine.com', u'typo', '23.22.216.234')
(u'priceline.com', 'priceling.com.', 'priceling.com', u'bits', '52.52.64.247')
(u'priceline.com', 'pricsline.com.', 'pricsline.com', u'typo', '52.52.18.176')
(u'priceline.com', 'pribeline.com.', 'pribeline.com', u'bits', '23.22.216.234')
(u'priceline.com', 'pricelie.pw.', 'pricelie.pw', u'typo', '104.28.2.250')
(u'priceline.com', 'priceline-china.com.', 'priceline-china.com', 'combo', '64.6.28.42')
(u'priceline.com', 'pricelline.com.', 'pricelline.com', u'typo', '64.6.21.2')
(u'priceline.com', 'pric3line.com.', 'pric3line.com', u'typo', '52.86.163.26')
(u'priceline.com', 'pricelie.com.', 'pricelie.com', u'typo', '64.6.21.2')
(u'priceline.com', 'riceline.com.', 'riceline.com', u'typo', '64.6.21.2')
(u'priceline.com', 'www-priceline.com.', 'www-priceline.com', 'combo', '23.22.216.234')
(u'priceline.com', 'pricelije.com.', 'pricelije.com', u'bits', '52.86.163.26')
(u'priceline.com', 'priceoine.com.', 'priceoine.com', u'typo', '52.52.18.176')
(u'priceline.com', 'pricdline.com.', 'pricdline.com', u'bits', '52.86.163.26')
(u'priceline.com', 'priceline-coupons.com.', 'priceline-coupons.com', 'combo', '52.52.18.176')
(u'priceline.com', 'pricelene.com.', 'pricelene.com', u'homo', '52.52.64.247')
(u'priceline.com', 'pricel9ine.com.', 'pricel9ine.com', u'typo', '52.52.64.247')
(u'priceline.com', 'prlceline.com.', 'prlceline.com', u'homo', '52.52.18.176')
(u'priceline.com', 'priceline.club.', 'priceline.club', 'wrongTLD', '69.172.201.153')
(u'priceline.com', 'price3line.com.', 'price3line.com', u'typo', '23.22.216.234')
(u'priceline.com', 'pricelinen.com.', 'pricelinen.com', u'typo', '52.52.18.176')
(u'priceline.com', 'priceline.pw.', 'priceline.pw', 'wrongTLD', '50.117.113.222')
(u'priceline.com', 'asia-priceline.com.', 'asia-priceline.com', 'combo', '64.6.28.42')
(u'priceline.com', 'priceljne.com.', 'priceljne.com', u'typo', '23.22.216.234')
(u'priceline.com', 'triceline.com.', 'triceline.com', u'bits', '64.6.21.2')
(u'priceline.com', 'priceline.co.im.', 'priceline.co.im', 'wrongTLD', '64.6.28.42')
(u'priceline.com', 'pricedline.com.', 'pricedline.com', u'typo', '23.22.216.234')
(u'priceline.com', 'pricelin.info.', 'pricelin.info', u'typo', '52.52.18.176')
(u'priceline.com', 'priceline-com.com.', 'priceline-com.com', 'combo', '52.52.18.176')
(u'priceline.com', 'pricepine.com.', 'pricepine.com', u'typo', '52.52.18.176')
(u'priceline.com', 'prficeline.com.', 'prficeline.com', u'typo', '104.218.74.27')
(u'priceline.com', 'priceline-blog.com.', 'priceline-blog.com', 'combo', '64.6.21.2')
(u'priceline.com', 'price-line.net.', 'price-line.net', u'typo', '52.86.163.26')
(u'priceline.com', 'pric3line.com.', 'pric3line.com', u'typo', '52.52.64.247')
(u'priceline.com', 'pr8iceline.com.', 'pr8iceline.com', u'typo', '52.52.64.247')
(u'priceline.com', 'priceline.pl.', 'priceline.pl', 'wrongTLD', '85.128.199.132')
(u'priceline.com', 'pricel8ne.com.', 'pricel8ne.com', u'typo', '52.86.163.26')
(u'priceline.com', 'pricelinee.com.', 'pricelinee.com', u'typo', '52.52.18.176')
(u'priceline.com', 'pricelione.com.', 'pricelione.com', u'typo', '64.6.21.2')
(u'priceline.com', 'pricelime.net.', 'pricelime.net', u'homo', '209.99.40.219')
(u'priceline.com', 'pricemline.com.', 'pricemline.com', u'typo', '64.6.21.2')
(u'priceline.com', 'pricelije.com.', 'pricelije.com', u'bits', '52.52.64.247')
(u'priceline.com', 'pricelijne.com.', 'pricelijne.com', u'typo', '23.22.216.234')
(u'priceline.com', 'pricel9ne.com.', 'pricel9ne.com', u'typo', '23.22.216.234')
(u'priceline.com', 'prijceline.com.', 'prijceline.com', u'typo', '64.6.28.2')
(u'priceline.com', 'pricelin4.com.', 'pricelin4.com', u'typo', '52.52.64.247')
(u'priceline.com', 'interchange-priceline.com.', 'interchange-priceline.com', 'combo', '52.52.64.247')
(u'priceline.com', 'prkiceline.com.', 'prkiceline.com', u'typo', '23.22.216.234')
(u'priceline.com', 'pricdline.com.', 'pricdline.com', u'bits', '52.52.64.247')
(u'priceline.com', 'priceljine.com.', 'priceljine.com', u'typo', '64.6.28.2')
(u'priceline.com', 'priseline.co.uk.', 'priseline.co.uk', u'bits', '64.106.229.221')
(u'priceline.com', 'priceline-europe.com.', 'priceline-europe.com', 'combo', '64.6.28.42')
(u'priceline.com', 'pricelihe.com.', 'pricelihe.com', u'typo', '64.6.21.2')
(u'priceline.com', 'priceline.ie.', 'priceline.ie', 'wrongTLD', '64.6.28.42')
(u'priceline.com', 'pricelind.com.', 'pricelind.com', u'bits', '64.6.28.2')
(u'priceline.com', 'pri8celine.com.', 'pri8celine.com', u'typo', '52.52.18.176')
(u'priceline.com', 'price4line.com.', 'price4line.com', u'typo', '23.22.216.234')
(u'priceline.com', 'priceli8ne.com.', 'priceli8ne.com', u'typo', '52.86.163.26')
(u'priceline.com', 'korea-priceline.com.', 'korea-priceline.com', 'combo', '64.6.28.42')
(u'priceline.com', 'priciline.com.', 'priciline.com', u'homo', '52.52.18.176')
(u'priceline.com', 'prjceline.com.', 'prjceline.com', u'typo', '52.86.163.26')
(u'priceline.com', 'p5riceline.com.', 'p5riceline.com', u'typo', '23.22.216.234')
(u'priceline.com', 'pr8celine.com.', 'pr8celine.com', u'typo', '52.52.18.176')
(u'priceline.com', 'priceine.co.', 'priceine.co', u'typo', '54.72.9.51')
(u'priceline.com', 'priceline.site.', 'priceline.site', 'wrongTLD', '199.59.242.150')
(u'priceline.com', 'prticeline.com.', 'prticeline.com', u'typo', '64.6.21.2')
(u'priceline.com', 'prifeline.com.', 'prifeline.com', u'typo', '23.22.216.234')
(u'priceline.com', 'pricekline.com.', 'pricekline.com', u'typo', '64.6.28.2')
(u'priceline.com', 'pricelkne.com.', 'pricelkne.com', u'bits', '52.86.163.26')
(u'priceline.com', 'priceline.jp.', 'priceline.jp', 'wrongTLD', '202.4.26.140')
(u'priceline.com', 'pric4line.com.', 'pric4line.com', u'typo', '52.52.64.247')
(u'priceline.com', 'proceline.com.', 'proceline.com', u'homo', '64.6.21.2')
(u'priceline.com', 'priceilne.com.', 'priceilne.com', u'typo', '64.6.21.2')
(u'priceline.com', 'pdiceline.com.', 'pdiceline.com', u'typo', '23.22.216.234')
(u'priceline.com', 'peiceline.com.', 'peiceline.com', u'typo', '52.52.64.247')
(u'priceline.com', 'pruiceline.com.', 'pruiceline.com', u'typo', '23.22.216.234')
(u'priceline.com', 'priceloine.com.', 'priceloine.com', u'typo', '64.6.21.2')
(u'priceline.com', 'priiceline.com.', 'priiceline.com', u'typo', '52.52.64.247')
(u'priceline.com', 'lriceline.com.', 'lriceline.com', u'typo', '23.22.216.234')
(u'priceline.com', 'pricelie.info.', 'pricelie.info', u'typo', '104.27.184.175')
(u'priceline.com', 'pricelinel.com.', 'pricelinel.com', u'typo', '64.6.21.2')
(u'priceline.com', 'pricsline.com.', 'pricsline.com', u'typo', '52.86.163.26')
(u'priceline.com', 'priceoline.com.', 'priceoline.com', u'typo', '64.6.21.2')
(u'priceline.com', 'pricelikne.com.', 'pricelikne.com', u'typo', '52.86.163.26')
(u'priceline.com', 'oriceline.com.', 'oriceline.com', u'typo', '52.52.18.176')
(u'priceline.com', 'mattressexchange-priceline.com.', 'mattressexchange-priceline.com', 'combo', '23.22.216.234')
(u'priceline.com', 'pricwline.com.', 'pricwline.com', u'typo', '64.6.21.2')
(u'priceline.com', 'priceline.co.kr.', 'priceline.co.kr', 'wrongTLD', '211.234.63.232')
(u'priceline.com', 'pri9celine.com.', 'pri9celine.com', u'typo', '52.52.18.176')
(u'priceline.com', 'prficeline.com.', 'prficeline.com', u'typo', '104.218.72.27')
(u'priceline.com', 'pricelinme.com.', 'pricelinme.com', u'typo', '64.6.21.2')
(u'priceline.com', 'priceline.nl.', 'priceline.nl', 'wrongTLD', '64.6.28.42')
(u'priceline.com', 'pricel8ine.com.', 'pricel8ine.com', u'typo', '23.22.216.234')
(u'priceline.com', 'pricelpine.com.', 'pricelpine.com', u'typo', '64.6.21.2')
(u'priceline.com', 'pr9iceline.com.', 'pr9iceline.com', u'typo', '52.86.163.26')
(u'priceline.com', 'priceline.de.', 'priceline.de', 'wrongTLD', '64.6.28.42')
(u'priceline.com', 'priceoine.com.', 'priceoine.com', u'typo', '52.86.163.26')
(u'priceline.com', 'priceline-coupons.com.', 'priceline-coupons.com', 'combo', '52.86.163.26')
(u'priceline.com', 'preiceline.com.', 'preiceline.com', u'typo', '23.22.216.234')
(u'priceline.com', 'prlceline.com.', 'prlceline.com', u'homo', '52.86.163.26')
(u'priceline.com', 'prriceline.com.', 'prriceline.com', u'typo', '23.22.216.234')
(u'priceline.com', 'pricelinen.com.', 'pricelinen.com', u'typo', '52.86.163.26')
(u'priceline.com', 'pricelene.com.', 'pricelene.com', u'homo', '23.22.216.234')
(u'priceline.com', 'rpiceline.com.', 'rpiceline.com', u'typo', '64.6.21.2')
(u'priceline.com', 'priceline.cz.', 'priceline.cz', 'wrongTLD', '64.6.28.2')
(u'priceline.com', 'prideline.com.', 'prideline.com', u'typo', '64.6.21.2')
(u'priceline.com', 'pricel9ine.com.', 'pricel9ine.com', u'typo', '23.22.216.234')
(u'priceline.com', 'pricceline.com.', 'pricceline.com', u'typo', '64.6.21.2')
(u'priceline.com', 'pricdeline.com.', 'pricdeline.com', u'typo', '52.52.64.247')
(u'priceline.com', 'pricoline.com.', 'pricoline.com', u'homo', '23.22.216.234')
(u'priceline.com', 'cruise-priceline.com.', 'cruise-priceline.com', 'combo', '64.6.21.2')
(u'priceline.com', 'priceline-com.com.', 'priceline-com.com', 'combo', '52.86.163.26')
(u'priceline.com', 'pricelino.com.', 'pricelino.com', u'homo', '23.22.216.234')
(u'priceline.com', 'pricelin.info.', 'pricelin.info', u'typo', '52.86.163.26')
(u'priceline.com', 'www-priceline.com.', 'www-priceline.com', 'combo', '52.52.18.176')
(u'priceline.com', 'pricelikne.com.', 'pricelikne.com', u'typo', '52.52.64.247')
(u'priceline.com', 'pricepline.com.', 'pricepline.com', u'typo', '64.6.21.2')
(u'priceline.com', 'priceline-europe.eu.', 'priceline-europe.eu', 'combo', '64.6.28.42')
(u'priceline.com', 'prixeline.com.', 'prixeline.com', u'typo', '64.6.21.2')
(u'priceline.com', 'price3line.com.', 'price3line.com', u'typo', '52.52.18.176')
(u'priceline.com', 'pricweline.com.', 'pricweline.com', u'typo', '64.6.21.2')
(u'priceline.com', 'pr8iceline.com.', 'pr8iceline.com', u'typo', '23.22.216.234')
(u'priceline.com', 'prkceline.com.', 'prkceline.com', u'bits', '52.52.64.247')
(u'priceline.com', 'pricelkine.com.', 'pricelkine.com', u'typo', '52.52.64.247')
(u'priceline.com', 'priceline-trading-info.com.', 'priceline-trading-info.com', 'combo', '184.168.221.64')
(u'priceline.com', 'p5iceline.com.', 'p5iceline.com', u'typo', '52.52.64.247')
(u'priceline.com', 'pr9iceline.com.', 'pr9iceline.com', u'typo', '52.52.64.247')
(u'priceline.com', 'pricelife.ml.', 'pricelife.ml', u'bits', '195.20.55.120')
(u'priceline.com', 'priceljne.com.', 'priceljne.com', u'typo', '52.52.18.176')
